kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",05/02/2024,30450000
"626402","032","03212","425912","0000000","0000","000","0","D","0","00000001","0000","2",02/02/2024,15804928
"403829","032","03212","425911","03212WA","2378","EBA","2","D","0","00000001","0000","2",15/01/2024,485000
"403839","032","03212","425131","0000000","0000","000","0","D","0","00000001","0000","2",13/02/2024,1000000
"238762","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",04/02/2024,1120000
"403820","032","03212","425131","0000000","0000","000","0","D","0","00000001","0000","2",19/01/2024,997458
"403836","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",04/01/2024,334094
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",12/02/2024,145000
"427573","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/02/2024,878227
"403824","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",29/01/2024,1000000
"427618","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",21/02/2024,378496
"634146","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",30/01/2024,400000
"427511","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",24/01/2024,3536610
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",14/02/2024,1050000
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",09/02/2024,100000
"238010","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",17/01/2024,1657000
"427618","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",25/01/2024,3197595
"237373","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",05/02/2024,650312
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",06/02/2024,11925000
"239260","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",07/02/2024,750000
"239260","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/02/2024,1549548
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",30/01/2024,600000
"634146","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",29/01/2024,33900000
"403837","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2024,3594934
"352595","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",30/01/2024,350000
"403828","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",12/01/2024,46813500
"427573","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",05/02/2024,2000000
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",22/01/2024,12336000
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",12/02/2024,2861000
"403839","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2024,5130561
"238762","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",03/02/2024,1040000
"239188","032","03212","424112","0000000","0000","000","0","F","0","00000001","0000","2",06/02/2024,822428650
"403827","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/03/2024,1968274
"403828","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",16/01/2024,4000000
"427511","032","03212","425991","0000000","0000","000","0","0","0","00000000","0000","2",01/02/2024,505230
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",30/01/2024,100000
"403833","032","03212","425131","0000000","0000","000","0","D","0","00000001","0000","2",17/01/2024,2400000
"634146","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",12/02/2024,625000
"403820","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",12/01/2024,18941
"427511","032","03212","425131","0000000","0000","000","0","D","0","00000001","0000","2",04/01/2024,27489
"652009","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",12/02/2024,129250000
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",18/01/2024,3360000
"403879","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",19/01/2024,81
"403875","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",17/01/2024,839
"403875","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",07/02/2024,6600000
"403827","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",16/01/2024,273
"626402","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",22/01/2024,109319
"238010","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",16/01/2024,2490000
"239260","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",15/01/2024,42350000
"403833","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2024,36811
"427582","032","03212","425129","0000000","0000","000","0","D","0","00000001","0000","2",05/01/2024,3050182
"634146","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",07/02/2024,300000
"403828","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",18/01/2024,18228750
"403828","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/03/2024,2233990
"622035","032","03212","424112","0000000","0000","000","0","F","0","00000001","0000","2",29/01/2024,149100
"403821","032","03212","425811","0000000","0000","000","0","0","0","00000000","0000","2",09/01/2024,1617568
"427511","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",19/01/2024,24600000
